SQUARE_PHARMA,LHBL,RAK_CERAMIC,Date
177.8,32.8,49.8,8/5/2013
174.5,32.8,50.1,8/12/2013
175.3,32.7,51.8,8/13/2013
178.2,32.1,51.2,8/14/2013
174.4,31.9,52.4,8/18/2013
175.6,32,51.7,8/19/2013
171.3,32.2,51.2,8/20/2013
175.7,31.2,52.8,8/21/2013
174.7,31.9,54.9,8/22/2013
174.4,33.4,53.9,8/25/2013
174.9,32.9,53.5,8/26/2013
174.6,31.6,58.7,8/27/2013
174.6,31.5,59.7,8/29/2013
175.7,30.8,60.1,9/1/2013
175.8,31,57.8,9/2/2013
178.8,30,56.7,9/3/2013
177.8,28.7,56.4,9/4/2013
177.9,29.3,55.9,9/5/2013
177.7,29.8,55.1,9/8/2013
177.2,29.9,54.9,9/9/2013
178.1,30.3,54.5,9/10/2013
178.8,30,53.9,9/11/2013
179.5,30.1,53.7,9/12/2013
178.6,29.8,55.9,9/15/2013
176.9,30.1,55.6,9/16/2013
177.1,29.3,55.7,9/17/2013
177.3,29.6,56.4,9/18/2013
177.4,29.6,55.3,9/19/2013
178.1,29.2,54.6,9/22/2013
178.3,29,53,9/23/2013
178.3,29,53.3,9/24/2013
178,29,53.3,9/25/2013
178,29.7,53,9/26/2013
179.1,29,52.5,9/29/2013
177.5,29,52.2,9/30/2013
176.8,29,52,10/1/2013
178.5,29.4,51.7,10/2/2013
178,29.1,51.9,10/3/2013
178.8,28.9,49.9,10/6/2013
178.8,29,49.4,10/7/2013
179.5,28.8,49,10/8/2013
179.7,29,49,10/9/2013
178.5,29.6,49.5,10/10/2013
178.8,29.7,48.9,10/20/2013
179.5,30.9,47.8,10/21/2013
180.5,30.8,48,10/22/2013
179.2,31.1,49.4,10/23/2013
179,31.4,48,10/24/2013
179.7,32.3,49.6,10/27/2013
183.6,31.8,49.5,10/28/2013
184.8,31.2,51,10/29/2013
188.4,30.5,50.6,10/30/2013
188.4,30.9,49.7,10/31/2013
191.4,31.3,50.3,11/3/2013
188.1,31.7,50.9,11/4/2013
191.1,31.8,50.4,11/5/2013
191.7,32,50.5,11/6/2013
191.6,32.8,51.5,11/7/2013
189,33.2,52,11/10/2013
188.9,33.4,51.2,11/11/2013
188.5,33.7,51.1,11/12/2013
188.4,32.7,52.2,11/13/2013
189.2,34,51.8,11/14/2013
193.9,34.7,52,11/17/2013
196.4,35,53.2,11/18/2013
196.9,34.7,53.5,11/19/2013
199.8,35,53.8,11/20/2013
199.7,34.8,53.2,11/21/2013
201.8,34.9,52.9,11/24/2013
204.9,34.9,53.9,11/25/2013
202.3,34.6,53.7,11/26/2013
205.4,34,53.1,11/27/2013
208.4,33.7,52.2,11/28/2013
207.1,33.9,51.1,12/1/2013
205.6,33.7,51.3,12/2/2013
207.3,32.8,52.9,12/3/2013
204.9,33.5,52.8,12/4/2013
206.7,32.8,52.7,12/5/2013
217.1,33.4,52.5,12/8/2013
218.1,33.2,52.5,12/9/2013
223.7,32.9,53.1,12/10/2013
224.1,35.2,53.4,12/11/2013
226.1,34.9,52.6,12/12/2013
222.5,34.7,52.4,12/15/2013
220,33.6,51.8,12/17/2013
223.2,33.9,51.4,12/18/2013
223,33.7,52,12/19/2013
220.7,33.1,53.5,12/22/2013
219.7,33.1,52.9,12/23/2013
219.7,32.6,52.4,12/24/2013
220.4,32.4,52,12/26/2013
223.3,31.9,53.6,12/29/2013
231.6,32.3,53.3,12/30/2013
234,31.8,53.5,1/1/2014
239.1,31.6,53.8,1/2/2014
229.2,31.5,55.8,1/6/2014
216.7,31.1,58.2,1/7/2014
211.7,31.1,57.5,1/8/2014
204.2,31.1,56.8,1/9/2014
208.3,31.6,56.3,1/12/2014
206.1,31.9,56.4,1/13/2014
207.6,31.8,55.2,1/15/2014
206.4,31.8,55.5,1/16/2014
203.8,31.6,55.7,1/19/2014
203.5,31.8,55.8,1/20/2014
206.5,32.1,56.7,1/21/2014
211.4,32.2,57.7,1/22/2014
219.2,32.3,58,1/23/2014
215.5,32.3,57.7,1/26/2014
219.2,33,56.9,1/27/2014
219,33.5,56,1/28/2014
221.3,34.3,56.6,1/29/2014
222.4,35.5,57.3,1/30/2014
220,35.7,57.6,2/2/2014
219.2,34.5,55.9,2/3/2014
221.2,34.4,60,2/4/2014
221,34.9,62.6,2/5/2014
221,34.8,62,2/6/2014
222.6,33.9,62.1,2/9/2014
171.8,34,61.5,2/10/2014
169.9,34,61.3,2/11/2014
168.4,35,61.3,2/12/2014
168.8,35.6,55.1,2/16/2014
172.9,35.9,52.1,2/17/2014
180.5,35.8,50.8,2/18/2014
178.4,35,51.4,2/19/2014
176.5,34.5,52,2/20/2014
178,34.3,51.3,2/23/2014
177.7,33.7,50.7,2/24/2014
175.1,33.4,50.9,2/25/2014
174.8,33.8,51,2/26/2014
175.3,33.7,50.1,2/27/2014
174.9,33.3,49.7,3/2/2014
173.9,33.1,49.3,3/3/2014
174.3,33.2,49.3,3/4/2014
174.2,33.2,48.9,3/5/2014
172,33.8,49,3/6/2014
172.2,33.7,49.1,3/9/2014
172.3,33.6,49.4,3/10/2014
173.7,33.7,49.2,3/11/2014
172.9,33.1,50,3/12/2014
171.8,33.3,51.2,3/13/2014
173.9,33.3,51.2,3/16/2014
172.1,33.1,49.7,3/18/2014
172.9,32.9,49.1,3/19/2014
174.1,33.1,49.5,3/20/2014
172,33,49,3/23/2014
172.5,31.6,48.1,3/24/2014
174.7,31.6,48.5,3/25/2014
174.5,31.5,48.5,3/27/2014
174.9,31.2,48.1,3/30/2014
174.3,31.1,48.2,3/31/2014
174.9,30.9,47.9,4/1/2014
175.4,31,48.1,4/2/2014
179.8,31.2,49.5,4/3/2014
176.3,31.1,48.5,4/6/2014
177.9,31.3,51.8,4/7/2014
178.2,31.8,51.6,4/8/2014
178.2,31.3,51.1,4/9/2014
177.1,31.3,51.3,4/10/2014
179.9,31.1,49.1,4/13/2014
179.5,31.2,48.4,4/15/2014
180.3,31.2,47.4,4/16/2014
179.6,31.3,48,4/17/2014
178.9,31.5,47.9,4/20/2014
183.4,32.1,48.8,4/21/2014
179.9,32.4,47.9,4/22/2014
180.5,32.2,48,4/23/2014
181.8,31.7,47.8,4/24/2014
181,32.5,47.3,4/27/2014
179.3,32.6,46.4,4/28/2014
179.7,32.4,46.1,4/29/2014
180.4,32.6,45.8,4/30/2014
187.7,32.5,45.4,5/4/2014
194.4,33,45.4,5/5/2014
196.4,33.4,46.1,5/6/2014
191.9,33.5,46.8,5/7/2014
192.9,32.9,47.4,5/8/2014
190.7,32.9,48,5/11/2014
194.2,32.7,47.2,5/12/2014
193.3,32.9,46,5/14/2014
191.8,32.7,46,5/15/2014
192.5,32.3,45.9,5/18/2014
194.9,32.2,45.5,5/19/2014
195,31.8,45.4,5/20/2014
194.9,31.8,45.4,5/21/2014
194.8,31.7,45.1,5/22/2014
195,31.5,45,5/25/2014
193.4,31.5,44.8,5/26/2014
193.6,31.4,44.7,5/27/2014
192.9,31.3,45.1,5/28/2014
192.7,33.1,44.9,5/29/2014
192,33.5,45.2,6/1/2014
192.5,33.7,44.9,6/2/2014
192.7,33.2,44.2,6/3/2014
191.6,32.8,44.2,6/4/2014
191.7,32.5,43.8,6/5/2014
191,32.8,43.1,6/8/2014
190,32.9,43,6/9/2014
190.3,32.8,43.5,6/10/2014
190.2,34,43.7,6/11/2014
191.2,37.3,43.4,6/12/2014
196.1,37.1,42.9,6/15/2014
195.1,37.2,42.7,6/16/2014
196.8,37.5,42.5,6/17/2014
199.8,39.1,42.5,6/18/2014
202.4,40.3,42.6,6/19/2014
205.6,42,42.5,6/22/2014
207.1,43.9,42.5,6/23/2014
215.4,42.5,44.6,6/24/2014
218.9,40.1,44.1,6/25/2014
220.5,40.8,43.4,6/26/2014
219,39.9,44.2,6/29/2014
221,41.9,43.9,6/30/2014
229.3,42.1,43.4,7/2/2014
235.9,43.2,43.1,7/3/2014
237.1,43.4,43,7/6/2014
235.5,42.8,42.5,7/7/2014
233.4,41.7,42.4,7/8/2014
231.4,41.5,42.4,7/9/2014
228.4,40.9,42.4,7/10/2014
237.2,40.5,42.2,7/13/2014
236.7,39.2,42,7/14/2014
235.8,38.1,41.9,7/15/2014
239.3,38.1,41.9,7/16/2014
248.1,38.7,41.9,7/17/2014
259.4,41.1,42,7/20/2014
258.5,41.4,41.5,7/21/2014
259.7,41.3,41.1,7/22/2014
266.8,38.9,40.9,7/23/2014
266.2,37.9,40.8,7/24/2014
260.3,39.2,40.8,8/3/2014
255.2,40.5,41,8/4/2014
252,39.1,41.5,8/5/2014
261.4,38.5,41.8,8/6/2014
258.9,41.6,41.5,8/7/2014
255,42.9,45.4,8/10/2014
263.1,43,45,8/11/2014
261.1,47,43.1,8/12/2014
261.4,47.2,43.2,8/13/2014
265.7,45.8,43.2,8/14/2014
267.5,47.7,42.5,8/18/2014
274.3,48.8,42.3,8/19/2014
275.1,49.5,42.1,8/20/2014
277.7,47.9,41.9,8/21/2014
279.8,47.9,41.6,8/24/2014
289.6,48.7,41.7,8/25/2014
285.8,48.5,43.7,8/26/2014
285.1,47.2,43.5,8/27/2014
288.2,46.5,42.7,8/28/2014
285,47,43.1,8/31/2014
283.2,48.1,42.6,9/1/2014
274.2,49.7,44.1,9/2/2014
268.2,52.2,45.2,9/3/2014
267.3,51.2,45.9,9/4/2014
264.4,51.2,46.4,9/7/2014
257.3,52.1,44.8,9/8/2014
268.5,57.3,43.9,9/9/2014
271.5,59.5,43.9,9/10/2014
266.2,56.4,43.9,9/11/2014
267,58.1,43.9,9/14/2014
270.3,63.1,43.7,9/15/2014
275,69.3,44,9/16/2014
278.5,68.3,45,9/17/2014
276.4,72,49.5,9/18/2014
286.2,69.8,54.4,9/21/2014
279.4,67.1,56.1,9/22/2014
279.2,64.9,61.7,9/23/2014
280.3,62.9,67.4,9/24/2014
279.4,68.6,68.3,9/25/2014
285.1,64.9,64,9/28/2014
282.6,64.2,62.8,9/29/2014
283.7,67.7,66.4,9/30/2014
280.7,69.1,68.2,10/1/2014
281.8,67,65,10/2/2014
279.8,66.9,67.9,10/12/2014
281.9,67,66.5,10/13/2014
278.7,69.2,65.4,10/14/2014
275.9,68.4,66.3,10/15/2014
272.5,68.5,64.7,10/16/2014
277,67.8,61.5,10/19/2014
281.7,67.4,64.9,10/20/2014
281.9,66.9,64.3,10/21/2014
281,66.3,64.9,10/22/2014
280.2,67.1,64,10/23/2014
279.8,69.2,62.8,10/26/2014
278.6,69.3,62.2,10/27/2014
276.7,69.1,61.3,10/28/2014
276.8,68.8,60.5,10/29/2014
272.8,70.6,62,10/30/2014
267.2,73.7,61.9,11/2/2014
267.7,78.5,65.7,11/3/2014
265.9,82.2,63.4,11/5/2014
263.9,80.3,62.6,11/6/2014
261.8,83.1,61.4,11/9/2014
255,89.5,61.4,11/10/2014
259.8,90.1,61.1,11/11/2014
266.2,84.8,63.2,11/12/2014
269.4,92,63.7,11/13/2014
271.4,86.5,62.6,11/16/2014
270,79.8,61.4,11/17/2014
269.1,82.5,61,11/18/2014
277.3,84.1,61,11/19/2014
274.5,89.7,60.3,11/20/2014
275.7,86.9,58.3,11/23/2014
274.8,84.6,56.2,11/24/2014
271.9,81.7,56.3,11/25/2014
272.7,82,54.3,11/26/2014
281,83.7,54.1,11/27/2014
283.5,82,53.6,11/30/2014
283.5,82.8,55.9,12/1/2014
279.8,82.6,56.1,12/2/2014
283.6,83.3,57.5,12/3/2014
277.9,81.1,56.2,12/4/2014
277.9,78.9,54.9,12/7/2014
277.6,77.7,54.7,12/8/2014
275.4,75.3,56.7,12/9/2014
274.7,77.2,56.1,12/10/2014
276.8,79.2,55.7,12/11/2014
278.3,78.6,55.2,12/14/2014
276.5,76.5,55,12/15/2014
277.1,79.6,59.8,12/17/2014
282.2,80.8,62.1,12/18/2014
280.1,83.7,63.7,12/21/2014
279.8,83.1,60.9,12/22/2014
279.6,82.3,57.8,12/23/2014
278.6,82.3,57.1,12/24/2014
277.3,83.9,56.5,12/28/2014
277.3,83.6,56.5,12/29/2014
278.6,85.4,57.7,12/30/2014
277.1,89.9,59.8,1/1/2015
275.7,92.1,59.2,1/5/2015
270.8,90.1,60.2,1/6/2015
272.3,91,60.1,1/7/2015
274.6,91.8,59,1/8/2015
252.6,95.3,57.8,1/11/2015
254.1,98.8,57.6,1/12/2015
253.5,96.8,59.3,1/13/2015
250.6,99.6,58.1,1/14/2015
255.3,104.2,57.5,1/15/2015
253.1,113.8,56.8,1/18/2015
265.9,114.8,56,1/19/2015
264.7,113.7,55.8,1/20/2015
268,112.8,54.3,1/21/2015
269.9,109.5,54.5,1/22/2015
279.7,109.9,52.1,1/25/2015
285.1,107.3,51.9,1/26/2015
278.9,107.1,55,1/27/2015
276.3,106.4,56.7,1/28/2015
274.6,105.3,54.1,1/29/2015
272.8,108.8,52.1,2/1/2015
277.9,114.7,52,2/2/2015
278,119.1,52.6,2/3/2015
275.7,119.2,52.3,2/4/2015
275,117.2,53.4,2/5/2015
273.9,115.3,55.4,2/8/2015
243.5,120.7,56.2,2/9/2015
239.7,123.6,57.9,2/10/2015
234.4,125.7,57.5,2/11/2015
230.5,131.1,58.4,2/12/2015
238,130.3,60.1,2/15/2015
237.6,138.9,58.8,2/16/2015
237.3,140.7,56,2/18/2015
235.1,138.8,54.9,2/19/2015
234.4,133.4,54.3,2/22/2015
234.3,126.6,56.2,2/23/2015
232.4,126.9,55.9,2/24/2015
232.4,139.4,54.3,2/25/2015
233.1,142.2,54.2,2/26/2015
233.3,136.2,53.4,3/1/2015
234.5,137,54.4,3/2/2015
235.3,137.3,53.5,3/3/2015
234.3,138.3,53.3,3/4/2015
232.1,138.3,53,3/5/2015
232.5,136.6,52.5,3/8/2015
231.2,138,53.3,3/9/2015
231.6,136.9,53.4,3/10/2015
233.1,136.5,52.4,3/11/2015
253.4,135.9,52.6,3/12/2015
264.6,133.3,52.1,3/15/2015
260.6,128.3,50.7,3/16/2015
267.4,133.4,51,3/18/2015
264.7,132.2,51.6,3/19/2015
264.8,131.7,51.2,3/22/2015
269.6,127.7,51.5,3/23/2015
279.5,128.9,50.8,3/24/2015
284.8,129.3,50.7,3/25/2015
279.6,128,52.1,3/29/2015
272.7,134.5,51.7,3/30/2015
272.8,131.1,52.4,3/31/2015
279.9,128.5,51.8,4/1/2015
276.9,125.2,51.1,4/2/2015
277,124.4,50.4,4/5/2015
276.9,114.3,50,4/6/2015
280.2,112.3,48.7,4/7/2015
278.2,118.1,49.1,4/8/2015
275.7,124.2,48.1,4/9/2015
278.7,123.4,47.3,4/12/2015
277.2,119.9,47.3,4/13/2015
273.8,116.3,51,4/15/2015
266.1,114.9,56,4/16/2015
265.3,115.7,56.3,4/19/2015
261.7,114.9,53.9,4/20/2015
259.5,112.5,55.3,4/21/2015
256.2,105.7,57.2,4/22/2015
263,112.9,55.4,4/23/2015
259.6,110.5,53.1,4/26/2015
260.2,109.5,55,4/27/2015
260.5,107.4,54.7,4/29/2015
259.5,110.8,56.3,4/30/2015
260.5,117,54.9,5/4/2015
260.2,119,57.4,5/5/2015
257.7,116.8,60,5/6/2015
251.2,115.2,60.9,5/7/2015
252.9,113.8,63.4,5/10/2015
252.6,114,63.3,5/11/2015
250.9,113.2,67.2,5/12/2015
251.9,112.7,66.4,5/13/2015
254,115.5,65.1,5/14/2015
261,115.5,71.6,5/17/2015
264.8,113.1,73.4,5/18/2015
263,115,76,5/19/2015
259.2,118.1,73.4,5/20/2015
262.2,120.1,71.3,5/21/2015
261.1,119.7,70.6,5/24/2015
262.4,119.5,75.3,5/25/2015
260.8,121.1,73.3,5/26/2015
259,120.9,72.8,5/27/2015
257,123,78.2,5/28/2015
253.3,131.6,80.3,5/31/2015
254.3,134.7,77.1,6/1/2015
253.3,136.2,73.4,6/2/2015
259.1,136.3,73.7,6/4/2015
257.6,133.3,72,6/7/2015
254.9,128.6,67.8,6/8/2015
257.2,130.4,68.4,6/9/2015
255.8,132.8,66.9,6/10/2015
258.5,131.7,67.1,6/11/2015
260.3,131.5,65.5,6/14/2015
259.8,128.7,69.1,6/15/2015
259.9,128.6,72.6,6/16/2015
259.9,129.3,72.3,6/17/2015
260.2,126.1,72.4,6/18/2015
259.6,126,75.1,6/21/2015
260.2,122.3,73,6/22/2015
260.6,122.3,72.5,6/23/2015
260,124.5,72.4,6/24/2015
259.8,124.5,72.6,6/25/2015
258.2,124.5,73.6,6/28/2015
256.2,122.1,74.2,6/29/2015
255.4,119.2,74,6/30/2015
254.1,118.6,73.8,7/2/2015
255.2,117.8,72.4,7/5/2015
252.2,118.6,71.5,7/6/2015
253.1,122.9,71.5,7/7/2015
256.2,123.1,73.7,7/8/2015
255,127.3,73.7,7/9/2015
254.3,127.6,74.9,7/12/2015
253.8,127.8,77,7/13/2015
253.2,127.9,76.4,7/14/2015
254.3,123.8,79.5,7/21/2015
255.4,124.5,78.4,7/22/2015
255.9,122,81.2,7/23/2015
256.9,120.2,79.6,7/26/2015
259.3,119.9,78.1,7/27/2015
258.5,121.5,77.5,7/28/2015
256.7,119.9,76.3,7/29/2015
257.7,116,77.8,7/30/2015
257.2,116.4,76.7,8/2/2015
256,110.4,75.9,8/3/2015
256.8,113.2,74.9,8/4/2015
258.7,116.5,74.2,8/5/2015
259.5,112.9,73.8,8/6/2015
261.3,116.3,73.7,8/9/2015
265,110.3,73.5,8/10/2015
263.8,113,72.6,8/11/2015
263.8,122.2,75,8/12/2015
263.8,122.2,73.5,8/13/2015
263.7,124.6,73.5,8/16/2015
259.4,124,72.6,8/18/2015
261.3,118.8,72.8,8/19/2015
259.4,110.3,74.3,8/20/2015
258.2,114.6,73.5,8/23/2015
259.3,123.5,72.5,8/24/2015
259.2,120.2,72.3,8/25/2015
258.1,121.1,72.5,8/26/2015
257.8,119.8,71.6,8/27/2015
258.1,117.1,71.4,8/30/2015
258.5,114.5,70.7,8/31/2015
257.1,114.5,69.5,9/1/2015
255,113.4,71.5,9/2/2015
254.7,112.3,70.9,9/3/2015
257.6,113.3,70,9/6/2015
256.9,113.7,70.3,9/7/2015
255.9,112.3,71.3,9/8/2015
257.5,113.6,69.9,9/9/2015
262.3,113.3,70.2,9/10/2015
258.7,111.9,69.2,9/13/2015
263.1,109.7,69.9,9/14/2015
265.3,108.1,69.6,9/15/2015
261.8,105.2,70.8,9/16/2015
262.8,108.9,74.3,9/17/2015
262.2,107.9,73.8,9/20/2015
260.9,110.3,74.5,9/21/2015
262,108.1,74.3,9/22/2015
265.7,106.9,73.6,9/28/2015
263.8,107,71.2,9/29/2015
260.9,106.1,69.8,9/30/2015
259.8,106.6,69,10/1/2015
258.2,102.7,68.7,10/4/2015
255.9,104.2,69,10/5/2015
256,108.1,70.6,10/6/2015
254.4,108.2,69.6,10/7/2015
252.3,112.9,69.1,10/8/2015
251,109,68.7,10/11/2015
248.2,108.6,68.6,10/12/2015
249.3,107.9,68.1,10/13/2015
247.8,106.9,67.5,10/14/2015
246,105,68.8,10/15/2015
238,107.1,67.2,10/18/2015
240,108.1,66.6,10/19/2015
245,106.7,66.9,10/20/2015
243,106.5,68.5,10/21/2015
247.1,106.6,67.7,10/25/2015
245,109,68.3,10/26/2015
242.8,115.6,67.4,10/27/2015
242.6,116.5,67,10/28/2015
243.6,115.7,66.9,10/29/2015
246.1,117,65.7,11/1/2015
249.7,121.9,66.8,11/2/2015
252.9,123.8,66.6,11/3/2015
251.1,124.9,65.3,11/4/2015
249.6,128.3,64.7,11/5/2015
248.7,129.3,65.4,11/8/2015
253.7,123.5,64.7,11/9/2015
252,127,64.8,11/10/2015
249,118.3,64,11/11/2015
245.3,115,64.1,11/12/2015
246.6,118.7,63.5,11/15/2015
244.7,120.9,64.6,11/16/2015
245.2,119,67,11/17/2015
245.2,116.1,66,11/18/2015
246.9,115.7,68,11/19/2015
245.7,115.2,68.8,11/22/2015
243.5,118,67.5,11/23/2015
246,114,67.1,11/24/2015
255.2,112.4,66.2,11/25/2015
254.5,113.9,66,11/26/2015
252.2,116.1,65.9,11/29/2015
255.2,118.1,65.9,11/30/2015
253.2,115.9,66.7,12/1/2015
255.5,115.8,68.7,12/2/2015
254.3,114.8,68.3,12/3/2015
252.6,114.1,68.5,12/6/2015
252.3,114.3,67,12/7/2015
254.7,110.7,66.3,12/8/2015
258.3,112.8,65.9,12/9/2015
263,114.5,65.8,12/10/2015
262.1,121.5,65.5,12/13/2015
262.2,119.8,65.2,12/14/2015
260.3,125.4,65.7,12/15/2015
259.2,125.9,65.3,12/17/2015
258.2,122.5,65.3,12/20/2015
259.9,124,66.3,12/21/2015
259.9,123.3,66.8,12/22/2015
258.8,127,66.5,12/23/2015
259.6,125.8,67.6,12/24/2015
258.4,125,67.7,12/27/2015
258.2,125.5,67.4,12/28/2015
256.9,124.3,66.6,12/29/2015
261.5,123.3,66.6,12/30/2015
266.8,121.3,66.9,12/31/2015
266,123.8,67.1,1/3/2016
268.9,122.1,66.7,1/4/2016
273.8,121.6,67.8,1/5/2016
274.3,121.2,69,1/6/2016
272.7,119.8,69.3,1/7/2016
269.6,116.8,70.9,1/10/2016
270.6,117.8,69.9,1/11/2016
269.2,117.9,69.9,1/12/2016
268,116.3,70,1/13/2016
265.8,114.3,68.9,1/14/2016
269.1,114,69.4,1/17/2016
268.5,114.5,70.1,1/18/2016
267.6,115.3,70.6,1/19/2016
268,115.2,71.4,1/20/2016
237,113.7,71.1,1/21/2016
234.9,112.5,71,1/24/2016
238.9,111,74.1,1/25/2016
242.6,113.4,72.8,1/26/2016
247.2,113.7,71.1,1/27/2016
246.2,111.6,73,1/28/2016
245.4,111.5,73.3,1/31/2016
246.6,111.1,72.1,2/1/2016
247.9,109.9,71.4,2/2/2016
247.8,108,72.2,2/3/2016
248.6,105.1,70,2/4/2016
252.9,108.4,71,2/7/2016
253.1,109.4,70.8,2/8/2016
254.4,107.4,70,2/9/2016
253.2,107.9,69.5,2/10/2016
250.4,107.2,69,2/11/2016
248.3,107.1,68.8,2/14/2016
249.3,108.2,68.4,2/15/2016
249.9,110.9,68.1,2/16/2016
248.8,108.3,71.8,2/17/2016
249.3,107.6,71.1,2/18/2016
250,107.5,71,2/22/2016
251.5,106,71.3,2/23/2016
252.2,106.1,71.5,2/24/2016
251.1,105,71.1,2/25/2016
250.3,103.8,66.7,2/29/2016
251.1,100.3,65.6,3/1/2016
251.1,96.1,64.1,3/2/2016
250.4,100,65,3/3/2016
250.6,98.3,65,3/6/2016
249.4,96.2,64,3/7/2016
249.2,89.8,66.2,3/8/2016
247.8,83.1,64.7,3/9/2016
247.8,90.1,66.1,3/10/2016
246.5,89.6,65.6,3/13/2016
245.9,89.3,65.2,3/14/2016
245.9,88.2,65.1,3/15/2016
242.7,85.4,64.6,3/16/2016
243.4,82.6,63.3,3/20/2016
241,82.3,63.4,3/21/2016
240.5,83.5,63,3/22/2016
240.8,83.1,62.7,3/23/2016
240.6,85.5,62.6,3/24/2016
242,85.7,61.9,3/27/2016
244,84.7,60.9,3/28/2016
241.4,85,63,3/29/2016
242.2,82.7,63,3/30/2016
242.9,82.8,63.2,3/31/2016
242.1,83.7,64.2,4/3/2016
242.8,82.3,65.4,4/4/2016
243,83,64.7,4/5/2016
244.1,81.8,64.7,4/6/2016
247.1,82.8,65.8,4/7/2016
248.6,83,64.9,4/10/2016
248.4,83,64.3,4/11/2016
250.2,82.7,63.9,4/12/2016
248.2,83.2,63.1,4/13/2016
251.3,85.1,62.7,4/17/2016
251.3,84.3,62.2,4/18/2016
250,83.2,61,4/19/2016
249.4,82.3,62.1,4/20/2016
249.1,81,61.9,4/21/2016
248.9,81.6,60.8,4/24/2016
248.9,82.1,59.7,4/25/2016
249,81.6,60,4/26/2016
248.7,85,59.4,4/27/2016
247.7,85.7,59.4,4/28/2016
248.6,83.1,59.6,5/2/2016
248.6,82.7,62.3,5/3/2016
249.7,82.1,59,5/4/2016
251.3,82.1,58.8,5/5/2016
252.5,81.7,59.2,5/8/2016
254.1,80.6,58.9,5/9/2016
258.1,78.6,59,5/10/2016
258.2,75.9,58.9,5/11/2016
258,73.5,58.9,5/12/2016
259,75.4,57.8,5/15/2016
256.7,77.6,57.1,5/16/2016
255,76.4,57.5,5/17/2016
254.3,75.7,63.2,5/18/2016
255.3,75.1,63.2,5/19/2016
254.8,74.7,61.6,5/22/2016
257.7,73.4,61.6,5/24/2016
257.9,75,60.6,5/25/2016
256.7,74.6,60.5,5/26/2016
257.6,73.8,63.1,5/29/2016
255.6,73.3,62.2,5/30/2016
254.4,74.5,61.8,5/31/2016
254,76.7,61.6,6/1/2016
253.9,76.3,62.2,6/2/2016
253.9,75.5,61.4,6/5/2016
253.9,74.4,60.7,6/6/2016
253.8,73.6,60,6/7/2016
253.6,73.8,59.8,6/8/2016
253.7,74.2,59,6/9/2016
255.3,74,59.2,6/12/2016
257.2,74.1,59.4,6/13/2016
259,75.9,59.1,6/14/2016
260.6,74.7,59.4,6/15/2016
258.4,74.7,59.4,6/16/2016
257.6,74.4,59,6/19/2016
258.1,73.5,58.9,6/20/2016
258,73.7,58.2,6/21/2016
257.9,72.9,58.3,6/22/2016
256.7,72.7,58.7,6/23/2016
257.5,71.4,58.6,6/26/2016
256.6,71.9,58.5,6/27/2016
257.6,71.8,59.4,6/28/2016
257.2,71.9,60.1,6/29/2016
256.9,71.9,60.9,6/30/2016
257.6,71.8,59.6,7/10/2016
257,71.6,59.8,7/11/2016
257.1,72,61.6,7/12/2016
255.8,72.4,61.7,7/13/2016
254.2,74.7,61,7/14/2016
258.9,73.6,60.9,7/16/2016
261.6,73.9,60.2,7/17/2016
265.2,74,59.7,7/18/2016
263.4,75.1,59.1,7/19/2016
263.2,79.3,59,7/20/2016
263.6,84.8,58.7,7/21/2016
263.4,82.2,58.9,7/24/2016
263.5,77.9,58.9,7/25/2016
263.2,79.4,60,7/26/2016
263.4,77.1,59.5,7/27/2016
266.9,74.5,58.3,7/28/2016
269.7,73.9,57.1,7/31/2016
267.7,73.7,57.5,8/1/2016
269.1,72.9,57.2,8/2/2016
269.2,73.5,57.4,8/3/2016
268.7,71.7,57.7,8/4/2016
269.8,72.1,57,8/7/2016
268.9,72,57.2,8/8/2016
264.8,71.9,57.1,8/9/2016
265.5,72,57,8/10/2016
263.5,71.9,56.9,8/11/2016
261.4,72.7,57.4,8/14/2016
259.5,72,57.8,8/16/2016
264,73,57.1,8/17/2016
262.6,72.1,56.9,8/18/2016
262.8,71.5,57.8,8/21/2016
263.2,70.1,57.6,8/22/2016
263.8,69.7,57.1,8/23/2016
264.4,69.4,57.4,8/24/2016
264.7,68.6,57,8/28/2016
264.8,68.3,57,8/29/2016
263,68,56.9,8/30/2016
262,66.9,56.9,8/31/2016
262.2,65.2,56.9,9/1/2016
259.3,67.7,56.2,9/4/2016
254,67,56.3,9/5/2016
252.9,68,57.4,9/6/2016
252.3,68.9,57.7,9/7/2016
254.7,66.7,57.7,9/8/2016
252.3,66.6,57.2,9/18/2016
248.8,66.7,57.3,9/19/2016
250.2,65.8,57.7,9/20/2016
250.7,65.2,57.8,9/21/2016
253.8,65,60.3,9/22/2016
256.6,64.1,60,9/24/2016
256.7,62.2,58.8,9/25/2016
257.2,60.5,59.6,9/26/2016
257.8,61.7,59,9/27/2016
254.6,60.4,58.6,9/28/2016
257,59.5,58.7,9/29/2016
257,57.5,57.9,10/2/2016
257.8,56.2,58.3,10/3/2016
257.1,59.2,58.4,10/4/2016
255.2,59,58.6,10/5/2016
256,58.8,58.9,10/6/2016
256.2,59.7,58.3,10/9/2016
256.6,58.3,58,10/10/2016
257.6,58.5,57.9,10/13/2016
257.2,58.2,57.9,10/16/2016
255.1,58,57.7,10/17/2016
253.5,57.4,57.6,10/18/2016
253.4,57.6,57.6,10/19/2016
254.4,63.3,58.2,10/20/2016
